text,label
and regulations that protect and enhance water quality,35
"Invest $1.8 billion in the first year, and then increase this sum by $250 million a year over the following three years.",38
New coal-fired plants to capture and sequestrate 100% of emissions.,35
"As stewards of nine percent of the world’s renewable water, we are ethically bound to conserving it for this and future generations.",34
"It also creates high demand for high-tech consultancy, equipment and supplies.",39
* Eliminate bureaucratic barriers of misunderstanding and prejudice for HIV positive foreigners to visit Canada.,6
The Liberal Party understands both the challenge of climate change and the desire of all Canadians to be part of the solution.,42
Support spending $4 billion over ten years to clean up contaminated sites such as the Sydney tar ponds.,35
"It is essential that Canada clarify its rights and obligations with respect to the Arctic region with protection of people, wildlife and the fragile ecology in mind.",8
We need to unite the country behind a strategy for Canada’s long-term energy security.,42
"So the emergence of new economic giants like China, India and Brazil starkly emphasizes the need for the world to come to grips with the challenge of making economic development sustainable.",34
"As John F. Kennedy said of the Canada-U.S. relationship, “Geography has made us neighbours; history has made us friends.”",0
"Enact import controls on bulk ephedrine and pseudoephedrine,",46
"After watching many pension plans lose value on the stock market and with many pension plans under funded as a result of stock-induced contribution holidays and corporate greed, many workers are increasingly concerned about their retirement security.",50
"Canada ranks bronze on childhood poverty, with a rate almost six times that of Denmark!”The Conference Board of Canada, 2005.",55
We will reverse the funding cuts of the Harper government for the exchange of artists and the performance of Canadian arts abroad as they are a vital aspect of effective diplomacy and artistic expression.,36
"Likewise, because there is already a tax on diesel and aviation fuel of four cents per litre, the price on these fuels will see no increase in the first year.",35
The SPP has many profound differences from the EU model.,7
"Meeting these targets will take time and dedicated commitment, both from Aboriginal communities and governments.",14
"Green Party MPs will: Increase funding for and promote the use of restorative justice programs for first time non-violent offenders, in which wrongdoers make reparation to victims and their community.",46
A Liberal government’s commitment to equality of opportunity applies to all Canadians.,37
We will work to ensure that Canadian companies also receive increased access to investment opportunities abroad.,25
"A Conservative government will: Accept the targets agreed upon at the recent Meeting of First Ministers and National Aboriginal Leaders, and work with first ministers and national aboriginal leaders on achieving these targets.",14
"The Gross Domestic Product (GDP) – our national bottom-line – is a measure of money changing hands without regard to whether we are reducing social inequalities, advancing sustainability or safeguarding our natural capital of primary resources such as wild fish populations, natural forests and fertile soils.",34
"Protecting pensioners and shareholders by limiting the tax deductibility of corporate executive salaries to $300,000 and requiring that stock options be fully expensed in corporate accounting.",38
The upbeat mood has only intensified in the ensuing years.,28
"We believe that the government must take the lead in educating the public about end of life issues, including the limits to artificial life support systems, surgical operations and chemical therapies to extend life and postpone the inevitable transition from life.",45
30% below 1990 by 2020 = 425 MT = 47% below today’s 800 MT,35
"Support innovative initiatives developed in consultation with provinces, territories and stakeholder groups.",14
"To be most effective, these should be provided in a community-based effort to promote healthy, strong and respected neighbourhoods and individuals.",38
"A complementary initiative is the Green Municipal Funds, endowed with $550million from the Liberal government and managed by the Federation of Canadian Municipalities.",14
"Make appointments on merit, not on political connections.",17
"This stigma is the significant barrier to delivery of effective, non-judgmental prevention and treatment programs.",38
Green Party MPs will: Create a separate federal Department of Tourism to coordinate all aspects of tourism.,36
Many Canadians support restorative sentencing which promotes a sense of responsibility in the offender and secures amends for the victims of crime.,46
"Provide $10 million per year for victim assistance, including support for victim appearances at parole hearings.",46
"In addition to this ambitious mission, Canada has been providing expertise and direct assistance in other areas of conflict, notably in Haiti and in the Darfur region of Sudan.",3
The proposal has been well received.,6
Improved the tax environment for small and medium businesses and entrepreneurs by: – Ramping up the maximum contribution rates for RRSPs and eliminating the foreign property restriction;,21
This program would serve as a catalyst for an interprovincial program to cover all workers.,50
- Work with permanent provincial international trade offices to promote and develop trade opportunities.,25
Jack Layton and his team of New Democrats will: Reduce the oil spill response times in the Arctic by completing a response gap analysis and investing in federal and private sector capacity speed up response times.,35
"the $1 billion AMP Fund that will stimulate green manufacturing,",35
Accessible and affordable child care and early learning are also smart investments in our economy.,38
"Canada’s energy and mineral endowment is one of our greatest competitive advantages, and becoming more so as China, India and others multiply global demand.",28
Ensure Canadian development assistance focuses on poverty alleviation and that priorities are determined in collaboration with those living in poverty and their legitimate representatives.,6
Aboriginal employment levels to equal those of non-Aboriginals.,37
"Canadians expect and deserve a health care system that ensures timely access to health services for all Canadians, regardless of their ability to pay.",38
Settle on a compensation formula for public health emergencies to avoid unseemly squabbles over money while patients are still at risk.,38
"and protect consumers and children from unsafe imported goods, including toys and food.",24
Industry groups are lobbying the government to water down the term “toxic” in the Act.,35
and enhance federal film incentives to encourage film and television production.,36
The old adage “an ounce of prevention is worth a pound of cure” was never more apropos.,38
This will bring federal support for indirect costs to a target level equal to 40% of direct federal research funding.,40
It’s time to put our values into action.,42
- Safe storage laws.,46
"Accepting responsibility for efficient resolution of claimsby respecting the 1998 Joint Task Force report that recommends an independent, effective system to resolve land claim disputes.",11
but it appears at every level that something is wrong within the RCMP’s governance and over-sight.,17
The resulting stress and fatigue can often reach the point where caregivers become care receivers themselves.,55
"At the same time, appropriate drug therapy can improve overall health and reduce unnecessary use of hospitals and other expensive acute care resources.",38
"* Establish a Canadian Sports Spending Accountability Act, to ensure the effective long-term use of taxpayers dollars provided to high performance sports programs.",26
We will continue to stand up for Canada's national interests as a credible competitor,24
* Vigorously oppose the permitting of any new uranium mines and notify current uranium- permit holders of plans to phase out this industry in Canada and any exports.,35
"reducing income taxes on lower income Canadians,",37
and a community economic diversification strategy.,14
"It is neither safe, nor clean, nor economical.",26
Taxes should be “smart. ”,34
and temper the unchecked exploitation of our resources.,35
Jack Layton and the New Democrats will: Reverse the Liberal and Conservative giveaways.,30
"Adopt a community-based, co-management approach to maintain fish resources",34
"Assuring the implementation of effective international initiatives for adaptation to the impacts of climate change,",6
This has made major purchases more affordable for consumers and encouraged investment by business to enhance competitiveness.,28
"undertaking Defence efforts to strengthen security and stability,",3
"Given that this fiscal year is now three-quarters complete, we have reduced the Contingency Reserve for 2005–06 to $2. 5 billion.",32
"Fully phasing in over four years a tax shifting regime to transform incentive, subsidy and investment programs to focus upon green and co-generated energy, including wind power, solar energy, tidal power, biofuels, and energy efficiency as well as transitional technologies such as combined heat-and-power and community energy systems, rather than those that contribute to climate change such as fossil fuels or that produce toxic residue such as nuclear power.",35
"Inefficient appliances and light bulbs to be phased out, some by 2010.",34
Negotiate changes to NAFTA’s dispute resolution mechanisms so Canadian interests are respected—including through the application of international law rather than US law in anti-dumping and subsidy disputes.,24
It does not consider other criteria that are essential to developing a just and sustainable society.,34
"c) Strengthening the Plant Protection and Health of Animals Programs with measures to ensure the integrity of farm food products; and,",52
We recognize and celebrate the unique role and responsibilities of the Quebec National Assembly.,14
A Conservative government will: Create an independent Parliamentary Budget Authority to provide objective analysis directly to Parliament about the state of the nation’s finances and trends in the national economy.,11
"At the same time, we need to ensure the produce and products that feed Canadians as well as people around the globe are safe, nutritious and environmentally sound.",34
Ensure that bail determinations for those accused of violent crime include actual posting of bail.,46
"Invest in the fundamental drivers of economic performance – human skills, research and its commercial application, public infrastructure, and competitive taxes.",39
Introduce fines of up to $10 million – $15 million for repeat offenders – for companies that abuse their dominant market position.,21
and require that the improved version of such legislation be the version put to Parliament for vote.,11
“The time is past to debate the impact of climate change.,35
"They include companies in mining, manufacturing, oil, gas, and thermal electricity.",35
"A Liberal government will replenish the Border Infrastructure Fund and will continue to co-operate with governments, shippers and stakeholders on both sides of the border to plan the long-term investments needed to keep trade flowing freely.",25
"Change the Canada Revenue Act to allow arts and culture workers to benefit from a tax averaging plan that will take into account the fact that lean years often precede and follow the good year when a show is produced, a book is published and a grant or a prize is won.",36
"Diamond mines, oil and gas exploration and the potential Mackenzie gas pipeline all threaten to change the way of life for indigenous peoples forever.",48
Liberals are committed to the development of every region of Canada.,14
"as an alternative to the US-dominated bodies of NATO and NORAD, particularly in light of NATO’s refusal to renounce the first use of nuclear weapons and the likely location of Star Wars-NMD coordination at NORAD headquarters.",1
"Ensure that consumers’ concerns are heard by requiring federally regulated agencies such as banks, telephone companies and cable corporations to fund citizen oversight committees to monitor fees, rates and regulatory decisions as part of the formal regulatory and rate-setting process.",11
Solar hot water and pre-wiring for solar photo voltaic (PV) to be mandatory in the Building Code;,28
"We will make the immigration system more proactive and in doing so, will welcome about 16, 000 foreign students and resident workers annually by 2007.",16
"Sectors requiring immediate attention include agriculture, forestry, fishing and tourism.",35
"Ultimately, it does not produce governments that reflect the diversity of people in Canada,",48
Jack Layton and the NDP will: Insist Parliament review important defence agreements such as the 2006 NORAD renewal agreement and Canadian Forces’ integration with the United States military.,3
"* Establish an Independent Review Commission made up of marine biologists, ecologists and resource economists to investigate (with input from fishers, fishing communities and indigenous peoples) the causes of the enormous decline in Canada’s fisheries resources and recommend policies and programs to restore offshore and inshore fisheries.",35
"The Great Lakes’ levels will fall, resulting in higher concentrations of toxic chemicals and other pollutants;",35
"The following examples, drawn from the November 2005 Economic and Fiscal Update, illustrate the benefit of the Martin government’s tax reduction plan for three typical taxpayers.",26
help to provide meaningful jobs to university and college graduates,28
We believe we must stop designing our communities around the car and start designing them around families and children.,38
"respect in the workplace,",37
The bond will offer a government-guaranteed rate of return.,35
It’s time for Canada to reassert independent policies that respect both Canadian values and our American friends.,8
"By year four, the Green Shift will have increased the cost of filling your tank by 95 cents.",35
"This is clear to anyone who has ever watched a child learn to read, or gaze at a map, or work at building something with others.",40
"The committee held ten weeks of hearings, during which it heard testimony from key witnesses, including the Auditor-General.",17
CDM credits also have the advantage of including a small surcharge toward an Adaptation Fund for developing countries.,6
"As a concrete first step, double to $10,000 the amount of medical and disability related expenses that can be claimed by a caregiver on behalf of a dependent relative.",38
Jack Layton and the NDP will work to introduce and pass three major laws that will crack down on big polluters and help guarantee a cleaner environment for current and future generations.,35
"We believe in pay equity for women, in the equal treatment of organized and non-organized workers",37
- Encouraged savings by low-income families by pledging to contribute a further 40% of the first $500 of annual contributions to a Registered Education Savings Plan (RESP).,32
"Such reviews will be built into all income support planning, and will be reported annually to Parliament.",38
"Carbon dioxide is the primary greenhouse gas emitted by humanity, largely through the burning of fossil fuels.",35
Setting a goal of zero waste will provide direction and inspiration.,28
"Where any federal permits are required for new coal plants, the Green Party Government will not approve such permits.",34
"Promoting an agriculture policy that preserves what Canadian farmers have created to protect themselves, including the Canadian Wheat Board and supply management in dairy and poultry.",52
"The recent WTO Ministerial declaration in Hong Kong is less ambitious than we would have liked but it gave Canada the scope to continue to argue for flexibility in how countries provide market access improvements, a key objective for our supply-managed sectors.",25
The Auditor General will ensure the Green Shift’s revenue neutrality.,32
"All members of the fossil fuel industry will participate in the LFE cap and trade system, as above.",26
This long-term commitment was recently bolstered by one-time spending of $800 million over two years to fund public transit systems in Canadian cities.,39
It’s time to act.,38
"Regenerate our Maritime Force through the establishment of a single civilian coast guard agency, new multi-role combatants, and new hybrid carriers for helicopter support and strategic lift.",3
or we cling to old rhetoric about jobs versus the environment and import this century’s energy from somewhere else.,25
Give Canadians increased access to international and foreign-language television and radio programming.,36
Community Caregiving Canada – We will provide $25 million over five years to encourage community-based solutions to caregiving challenges.,38
Put strict measures in place for those who try crossing the Canada/USA border with weapons.,3
A Liberal government will do more to ensure clean air through the following measures:,35
"Clearly, the Liberal approach of corporate tax giveaways to their well-connected friends just doesn’t work.",18
The Green Party is different from other parties in another important way.,18
Reduction of Capital Gains Taxes.,20
"In many urban areas, disputes are increasingly being settled by gunfire, as guns are often seen as a status symbol.",46
"Older people have so much to contribute, whether as volunteers or members of the paid workforce.",55
"Canada’s success in the global marketplace has spurred much of our economic growth, with estimates suggesting that rising exports have accounted in recent years for two out of every three new jobs.",28
"It will address issues related to skills, innovation, infrastructure, environment, and regulation.",23
The best way to get a sense of how a nation’s economy is performing – and whether a nation’s citizens are benefiting – is to measure the growth of its Gross Domestic Product on a per capita basis.,28
Canada’s role in UN peacekeeping efforts has diminished over time.,6
"A Liberal government will: Formalize a procedure among federal, provincial and territorial governments regarding Canada Health Act dispute resolution.",15
The challenges involved in tackling economic crime are complex and require clear leadership from the federal government and concrete steps that will create tangible results.,17
"Densification, speedy, safe and pleasant mass transit, safe cycling paths and other investments to conserve electricity and water will all merit stable GST-sourced financing.",34
"Green Party MPs will: Introduce a Comprehensive Security Plan that will provide coordinated direction to the RCMP, CSIS, the Canada Border Services Agency, the Coast Guard, and the department of Foreign Affair and International Trade.",3
"and want their country to be a good citizen of the world, leading other countries, not lagging behind.",42
"During his leadership campaign, Paul Martin collected record amounts of money from large corporations, much of it held in secret for several years.",17
Debt interest payments were compounding unsustainably.,18
Ensure that the Canadian Radio-television and Telecommunications Commission (CRTC) reserves more bandwidth for independent and non-profit stations.,36
"and for the new world that is emerging with the rise of China, India, Brazil, Russia and others as major new actors on the world stage.",6
"The North America Free Trade Agreement (NAFTA), for example, limits our government's will to enact new environmental legislation, labour standards and human rights laws because they might be challengeable under NAFTA.",24
There are corporations that want to control the content of information on the internet and alter the free flow of information by giving preferential treatment to those who pay extra for faster service.,11
Cultural diversity– Canada’s idea to create an international body to protect cultural diversity and cultural sovereignty became reality last October when a majority of UNESCO member countries signed the Convention on the Protection and Promotion of the Diversity of Cultural Expression.,6
"Plutonium, for example, has a half-life of 24,400 years while other harmful substances persist millions of years in our environment with no known safety treatment.",35
It concludes that: a) Canadians with disabilities are more likely to live in poverty than other Canadians.,37
"The Security and Prosperity Partnership launched in 2004 by Prime Minister Martin, US President Bush and Mexican President Fox is our collective answer.",0
"It is felt that as depletion or addition to fish, trees and soils takes place, these should be reflected in measures of Canada's worth.",42
"Support sustainability in forest management practices,",34
The implementation and details of the new Foundations program will be worked out collaboratively with provinces and territories consistent with the principles of the Social Union Framework Agreement.,15
but allowing banning of dangerous substances and handling of disposal and spills to move into CEPA.,21
"Issue a full apology to Chinese Canadians for the Chinese head tax and the Chinese Exclusion Actand establish compensation to individuals and their families beginning, on an urgent basis, with those still living.",37
"We must start curtailing developments in areas of high vulnerability (for example floodplains, low-elevation coastal areas, regions of permafrost, and places adjacent to forests at risk of increased fires).",35
"In fact, there is an emerging diplomatic deficit as key core capacity of the Department of Foreign Affairs in its previously excellent role in diplomacy is increasingly eroded.",6
"Work to reduce the use of pesticides, growth hormones, antibiotics and other chemical and pharmaceutical agents in agriculture",35
while respecting existing same-sex marriages.,45
"Creating jobs, providing stable returns for the CPP and launching a national retrofit program of buildings for energy efficiency.",35
A re-elected Conservative Government led by Stephen Harper will continue to reduce taxes for small and medium-sized businesses.,21
* End the production and use of the most dangerous toxic chemicals in Canada by 2012.,35
"To increase Canada’s productivity, Jack Layton and his team of New Democrats will:",28
"The new law will reduce dangerous, destructive and deceptive email and web site practices, and will establish new fines for those who break the law.",46
– Ensuring fairer price competition in the Canadian marketplace by working to develop producer- run co-operatives.,21
– Connecting rural and remote communities to the world by bringing broadband Internet access to 250 more communities in the next five years.,39
"The Green Budget Coalition estimates that for the average family in Canada at a carbon price of $30 per tonne, there will be an annual increase in direct costs totalling approximately $270.",35
- Appointing a Special Counsel to recover any misappropriated funds.,17
"Of all of Canada’s social problems, child poverty is probably the most shameful.",37
"Accelerate and streamline the recognition of foreign credentials, overseas degrees and previous employment experience in conjunction with provinces and licensing authorities.",25
This contingency offset will also be used to design tax relief to address unanticipated and unavoidable costs associated with the new price on carbon for the most vulnerable in society.,37
"Continue to ensure that all new Canadians have access to the “core” immigration system,",45
The trusts made payments to their investors and those payments were taxed.,32
"Liberals believe that diverse approaches to meet common objectives encourage innovation, which in turn fosters progress and strengthens our nation.",42
* Educating Canadians about end-of-life issues;,40
"Serving notice to renegotiate NAFTA to remove Chapter 11 to protect Canada’s mixed economy, in which public enterprises and public services play a vital role, and by working with progressive legislators in other countries toward new trade agreements that are not corporate-driven.",25
"It is our hope that the Liberal goals and proposals, as set out in these pages, will gain popular support, making it all the more likely that they come to fruition at the First Ministers’ meeting and in the implementation period that will follow.",38
"Explore and promote opportunities for negotiating peace at the national, regional and international levels, in line with proposals made by the President of Afghanistan and leading security experts.",5
Europe is the largest chemicals market in the world.,7
"Legislative Accomplishments – Since taking office in December, 2003, the government has passed or introduced 36 bills in Parliament, some highlights of which are summarized below. [Highlights of the government’s legislative agenda (Table)]",18
Green Party MPs will: Declare Canada a nuclear free zone.,4
Consult with stakeholders and develop an action plan based on the Arthurs’ Federal Labour Standards Report recommendations.,22
"Provide CSIS, RCMP, and the Canada Border Services Agency with sufficient resources to conduct effective operations involving the gathering of intelligence, detention, and prosecution of those who threaten our security.",3
"Replacing the Anti-Terrorism Act with legislation that respects peaceful protest, freedom of the press and civil liberties.",10
"We will amend the Telecommunications Act to strengthen the power of the Commissioner of Complaints for Telecommunications Services, including the creation of a code of conduct for wireless services.",46
It will provide federal funding for upgrades to coach stations to a standard that would be attractive to everyone.,20
"Accordingly, the Green Party believes we need to shift as rapidly as possible away from the current US-led NATO command mission, to a more ethnically balanced and regionally represented United Nations command effort and a greater security role for the Afghan National Army.",3
"– A Liberal government will review Canada’s system of student financial assistance, in collaboration with the provinces and territories and other partners, to ensure its continued success in making post-secondary education accessible.",40
A licensing system for all those wishing to acquire and use firearms legally.,46
Enhancing Aboriginal education is clearly one of the keys to engineering the needed turnaround in Aboriginal life.,40
and will ensure that federal housing programs developed within the Framework are available to new and existing co-ops.,21
"Finally, related to this legislation, the NDP’s infrastructure-financing program will provide funding for badly needed improvements to public sewer and water systems, making a real difference in water quality.",35
Today 80 percent of Canadians live in urban areas.,42
"These targets would be developed in collaboration with the provinces and territories relying on the work of the Health Council, the Canadian Institute for Health Information, the Canadian Institutes for Health Research and health professionals.",14
Home mental health care case management.,38
and support to keep housing for those on low-incomes in decent repair through the Residential Rehabilitation Assistance Program (RRAP).,38
"to reduce pollution,",35
Plan for transition to 100% FSC certified forestry.,35
"Preserve the role of the National Film Board, the Canada Council, and other federal arts and culture agencies.",36
"Issues of migration, trade, equity, militarism and environmental degradation are all important factors in the question of whether there are too many humans.",34
"Stop the decline in family reunification,",38
Preserving the country’s unity is the federal government’s foremost responsibility.,42
"In other words, we must get the prices right.",32
The opportunity to do that is greater now than it has been at any time since the end of the Second World War.,25
Create a truly accessible and inclusive Canada so that persons with disabilities and others who may be disadvantaged do not want for equal opportunity,37
"Although criminal charges for economic crime is important, simply placing people in jail is not the answer.",17
"Paul Martin and the Liberals have: Consistently refused to help communities provide clean water for their citizens,",35
"– Establish mandatory vehicle emission standards, opposed by the Liberals, applicable to all vehicles and modeled on the tough California emissions standards.",35
Pay down the national debt by a minimum of $3 billion each year.,32
The Conservative Party of Canada will be guided in its constitutional framework and its policy basis by the following principles:,18
* Push for an end to all subsidies to the mining sector to ensure full-cost accounting.,19
"and support a rapid transition to organic agriculture rather than subsidizing costly agro-chemicals, industrial food production and genetically modified crops.",52
Canada must assume leadership in rapidly organizing an international emergency initiative to deal decisively and effectively with the situation,6
"In B.C., Gordon Campbell’s Liberal government has introduced a broad-based revenue-neutral tax on fossil fuels.",35
We will invest in long-term care for seniors.,38
"A Conservative government will support the new Council of the Federation established by the provinces, and will encourage the Council to share information and best practices in areas such as health care, education, job training, and social assistance.",14
"Its ironically named Accountability Act has twelve new blanket exemptions and exclusions preventing certain kinds of government documents from being released,",17
"Transformative technologies are those like biotech, information and communications technologies, and advanced and nano-scale materials, that have a vast range of applications and thereby influence the broad course of technical innovation and of society as a whole.",39
Canadian businesses want two things from their government: predictability and policy coherence.,19
"and developing and promoting a forest stewardship program that will sustain our boreal forests and our forest industries, with input from stakeholders.",34
"In Alberta, the number of people waiting for open-heart surgery has declined by 55% over the past two years.",38
"Jack Layton and Canada’s NDP know Canadians are ready for change, to address the growing environmental deficit our country and our world faces.",35
A desire for better employment and workplace supports;,37
A Liberal government will make the necessary changes in the EI rules to correct anomalies that have become apparent.,30
"more delays and restrictions for family reunification,",38
"The restored, lower rate will apply to Canadians who were receiving U.S. Social Security payments prior to January 1, 1996.",37
"They also want new investment in green urban infrastructure including recycling, mass transit, energy efficiency upgrades to buildings, water conservation",35
"We will invest in innovation, and share best practices.",39
"When properly targeted, tax cuts can encourage desired forms of investment – e. g. , in environment-friendly technologies",34
The cost of this new program is estimated to be $1. 2 billion over five years but will be dependent on take-up.,38
Protect consumers in sectors where only a handful of companies control the entire industry,21
We are always seeking to get at the root of a problem.,18
Eliminate perverse corporate subsidies.,19
Respect the right of families and individuals to know what they are eating:,21
encourage environmentally beneficial activities,35
A re-elected Conservative Government led by Stephen Harper will allow families where one spouse is not working full-time in order to care for one or more family members with disabilities – whether children or adults – to split their income between spouses for tax purposes.,37
"Aboriginal health is a national priority,",42
"In the meantime, needed drugs will be included in the proposed home care program – freeing many of the need to stay in hospital by allowing them to receive medication free of charge at home.",38
"This statement, entitled Securing an Open Society, addresses threats to Canadians whether from international terrorism,",3
"That is why we must think beyond the G-8 – why we must include as full partners in the dialogue such emerging powers as China, India and Brazil.",6
"Furthermore, the Green Party believes that drug addictions should be treated as more a health problem than a criminal offence.",38
We will ensure its provisions are properly respected in Canada and incorporated into Canadian law.,46
We also favour changes to address the serious shortcomings of the treaty provisions on energy and water.,24
"Putting Canada on track to be a global leader in new environmental technology by using the new Crown corporation to establish innovation centres in solar, tidal, wind and geothermal power across Canada, located near fossil fuel centres to ease in the economic transition to a sustainable economy, and by providing tax incentives for renewable energy businesses to locate in those areas.",39
To towards Canada being the world's healthiest country by making improved and sustainable health for all a national priority.,42
"Jack Layton and the NDP will work in the next Parliament to: Introduce a National Child Care Act, legislation that will firmly establish a framework for a national child care and early learning system with a permanent commitment for the federal government.",38
"s) Increases publicly funded research into seed stock, animal breeds and organic farming techniques",52
"Phase out subsidies for non-renewable energy production and consumption,",35
"Meanwhile, universities are squeezed for resources and erode the quality of education through dependency on corporate research and proprietary information.",40
"Unlike the old-line parties, the Green Party believes reducing child poverty is more important than allowing our richest citizens to get richer.",18
"The waste, mismanagement, and corruption of the Liberal years must be brought to an end.",17
The Paul Martin government has already made a significant start and will do more: Supporting inclusion: The Liberal government is committed to increasing educational and employment opportunities for Canadians with disabilities.,37
including special grants for rural and Aboriginal youth to ensure students can finish the programs they begin.,54
"Immediately conducting a full public review of the privatization of the fishery, in particular the increasing corporate control of fish quotas.",24
This is the Green Party plan for Canada.,18
Some – such as Canada’s relationship with the United States;,0
Buildings account for as much as 33% of Canada’s GHG emissions when heat and power are combined.,35
Budgeted program spending under the Liberal government has jumped from a low of about $100 billion per year to $150 billion per year – a 50% increase.,18
"Government contracts over $10, 000 are now also published on the Internet.",17
"At their 2004 summit, the premiers estimated $2 billion would be saved overall through a national pharmacare plan.",22
The time to deal with them is now – and Jack Layton and the NDP will deliver on these issues in the next Parliament.,38
"This is particularly true for northern and other resource-rich regions as new oil and gas and mining projects are developed,",28
Our solutions are realistic because they follow “best practices” already in place in parts of Canada or other countries.,18
"Our soil, air and waters are dumping grounds for toxic chemicals.",35
"Our abundant natural resources, especially in our vast, untapped Arctic, have become key strategic assets as the world focuses more on energy and the environment.",42
"At the same time, an appropriate tax system must reflect more than simply competitive factors.",28
"Improved public service management by establishing a stronger Comptroller General function with independent comptrollers in every department,",16
Provide compensation to agricultural landowners for expanding “buffer zones” along waterways in which they are prohibited from using harmful nutrients.,52
Canadians must demand better security.,42
"Second, we are committed to creating a competitive tax regime by maintaining the GST,",32
"* Commission a major class of icebreaker, capable of rescue work with any likely depth of ice.",39
All speak to a need for renewed attention to water policy by the federal government.,35
The science is clear.,35
"Despite significant federal investments over many years, First Nations people living on-reserve are as many as 30 years behind the general population in education attainment rates.",40
"From the $250 million sponsorship program, to the scandalous waste and mismanagement of the $1 billion HRDC grants boondoggle, to the ineffective $2 billion gun registry, nearly every audit turns up more examples of Liberal mismanagement.",17
"Canada has the second highest level of GDP per capita in the G-7 and has significantly narrowed the gap relative to the leader, the United States.",28
"Adopt carbon taxes, carbon markets, and cap and trade.",35
"Starting in 1997, the Liberal government began to tax 85 per cent of U.S. Social Security payments received by Canadian seniors.",37
Deploy face recognition and other biometric technology at border crossings and ports of entry.,46
"Jack Layton and Canada’s NDP will help municipalities – especially cities – fight smog and create jobs by: Starting a national building retrofit program for conservations and energy efficiency, paid for through future energy savings.",35
* Legislate to prevent the patenting of life forms,35
There is no longer a major problem in the world that does not affect us.,42
Oblige public officials to create the records necessary to document their actions and decisions.,11
A capital-cost allowance is a business tax deduction for the depreciation of capital equipment.,20
Free trade must be fair trade. ”,25
Allow annual immigration levels to rise to the equivalent of 1% of the population.,45
This will put up to $250 back into the pockets of those working Canadians who need it most.,50
Increase the Survivor’s Pension Amount upon death of a Canadian Forces retiree to 66% from the current amount of 50%.,55
"Jack Layton and the NDP will increase the number of nurses, nurse practitioners and health care providers.",38
"– but too much Liberal spending is wasteful pork, not smart investment.",17
"Are we like the Easter Islanders, about to cut down all our resources?",35
This would further concentrate the banking industry and reduce competition.,21
The Green Party believes that we have enough resources to care for all residents of Canada.,38
Oppose the use of Canada’s public institutions being devoted to the development of military technology.,4
Substance abuse prevention and harm reduction programs.,38
A Conservative government will appoint non-partisan independent commissions to examine and report on best practices from other jurisdictions on methods of direct democracy and alternatives to the voting system.,11
We will also remove loopholes that discriminate against spouses and families.,55
"The Liberal government has acted to strengthen small business by helping owners retain more of their earnings, and by providing incentives for investment in small business.",21
Canada’s Reserves are a vitally important complement to the regular forces and thus contribute to our Peace and Nation-Building initiative.,3
A Liberal government will strengthen and enhance Canada’s social foundations.,38
"An industry onus is a key feature of the emerging REACH system for regulating chemicals in the European Union, expected to become law in early 2007.",7
"In the coming year, a Liberal government will engage in dialogue with Canadians to define the values and principles they wish to see reflected in their democratic institutions.",11
"Improve our aid effectiveness by strengthening the partnership with civil society, both in Canada and overseas.",6
A Conservative government led by Stephen Harper will not establish any new cost-shared programs in areas of provincial jurisdiction unless it has the support of at least seven provinces having over 50% of the population.,14
"b) In the meantime, the fallowing of sea pens during wild-hatch salmon runs.",35
"This Bill, which was introduced by the Martin government, strengthens the criminal law to provide increased protection to children from abuse, neglect and sexual exploitation, including child pornography.",46
Bring all consumer-related federal agencies under one roof by naming a Minister specifically responsible for consumer affairs.,15
"For example, Canada’s strongest wind season is winter, which is also our highest season for electrical use, mainly for heating.",28
and to continuing the gas tax transfer to municipalities at a permanent level of $2 billion per year after 2014.,14
and have begun to reform our democratic institutions.,11
Justice Gomery was right when he talked about the “culture of entitlement” within the Liberal Party.,17
A desire for improved information and navigation tools to assist caregivers to access available resources;,39
Reflecting changes in the workplace and helping women qualify for maternity benefits by extending coverage to dependent contract workers and eliminating the limits on maternity or parental leave that are based on use of sickness benefits.,38
"The Liberal commitment to small business goes beyond supportive tax measures and will include enhancement of the broad range of existing small business programs, as well as a determined attack on the burden of regulation and paperwork that is borne by small business.",20
"And regulation is important, because it reassures parents of quality and safety.",40
(A student qualifying for a Canada Access Grant cannot also receive the new 50/50 grant. ),39
"Yet, Canada’s regulation of air quality lags behind that of other nations.",35
Economic equality is still a distant goal.,37
The case is compelling for investing in high-quality early learning and care available to every child.,40
and increase resources to the RCMP so that they can respond promptly to border calls when required.,46
There is no silver bullet to eradicate poverty.,37
Much more still needs to be done.,17
There has to be a better way to deal with garbage.,35
"Putting a price on carbon will spur our industry to pollute less, either by using cleaner energy or innovating to become more energy efficient.",35
and help achieve the intent of the Convention on Biological Diversity.,35
"This can be achieved by wind (25 GW), solar (20 GW), tidal/wave (10 GW) and other renewables (5 GW).",34
"Attaining enhanced health outcomes will also require specific, targeted action.",38
Comprehensively responded to the Auditor General’s report on the sponsorship program by: – creating the independent Commission headed by Mr. Justice Gomery and sending the Commission’s first report to the RCMP for appropriate action;,17
To do this the Canadian government must play a bigger role in coordinating and guiding efforts across the entire country.,15
"public transit, cycling and pedestrian infrastructure in our cities and freight rail and road investment in rural communities.",39
But the opposition parties chose to reject that reasonable timetable and have forced an earlier election over the holiday season.,18
